# OTU	G75230	G75231	G75232	G63407	G75234	G63409	G75229	G75228	G63413	G75226	G63406	G63410	G63402	G63403	G75227	G75233	G51190	G75237	G75236	G63411	G75235	taxonomy
350091	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
366147	0	0	0	0	1954	0	0	0	0	24	0	0	2001	34	0	0	0	0	944	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella; s__
589071	568	268	221	1082	1058	8560	120	1224	101	383	1140	1933	533	168	146	748	2517	1241	28	525	456	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
92043	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
326136	0	0	0	22	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
OTU465	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	Unclassified
OTU351	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	Unclassified
2979308	0	2	0	8	8	141	3	3	35	0	2	18	0	9	0	1	167	20	3	0	3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
565863	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Candidimonas; s__humi
237438	8	1	7	3	5	29	3	13	15	0	3	2	16	6	0	16	29	6	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
OTU719	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	Unclassified
337729	0	1	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	6	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
198151	0	0	0	68	0	0	0	0	0	0	0	83	0	0	0	0	0	0	3	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
358594	0	0	3	0	0	0	0	1	2	0	5	0	3	0	0	2	15	3	7	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
OTU651	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	Unclassified
586093	0	0	0	0	6	0	0	6	0	9	1	0	0	0	21	3	0	0	6	2	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
494971	0	0	0	415	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Dethiosulfovibrionaceae; g__Pyramidobacter; s__
191975	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Pseudoramibacter_Eubacterium; s__
728119	0	0	0	0	1	0	0	5	6	1	3	0	0	0	0	1	0	0	0	1	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
197943	5	0	0	0	36	39	0	0	45	70	0	2	0	46	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
OTU537	10	1	0	0	5	12	2	0	0	1	1	0	19	5	0	0	0	0	2	0	0	Unclassified
843459	40	1	0	2	0	34	0	0	56	0	6961	7	1	0	1	0	0	0	0	6	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
565357	0	0	6	76	0	0	0	0	0	0	0	60	1	0	0	109	0	0	0	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
389371	0	2	0	72	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
365628	0	0	0	0	310	4135	0	214	0	0	0	0	0	0	2	203	0	785	0	0	15	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__
495086	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__
1820513	1	724	466	280	0	0	310	360	76	0	3684	119	6247	1	0	321	0	61	36	3505	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__
OTU579	1	0	0	1	2	6	2	0	13	7	3	0	0	0	0	0	0	2	0	71	0	Unclassified
OTU670	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Unclassified
145801	8	3	8	0	3	70	4	1	46	1	32	0	2	2	0	24	4	8	0	160	3	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
344512	0	0	0	28	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
558444	0	1	7	6	0	9	0	21	185	50	316	5	0	14	0	17	97	30	0	8	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
362078	0	1	0	947	0	4	0	0	0	476	16	1307	6	0	0	0	82	0	63	8	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
300432	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__
369227	0	5	0	24	81	15	63	0	7	0	1	102	161	64	27	0	0	0	188	8	195	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
204126	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
OTU378	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	Unclassified
495396	0	0	0	0	0	0	0	0	9	20	19	0	0	0	0	0	0	0	1	11	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
OTU479	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	7	0	0	Unclassified
146086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
4453773	0	89	0	367	0	0	25	0	257	19	0	196	0	0	15	0	0	0	0	0	144	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__
4468892	0	0	1	0	0	0	0	0	0	0	4	2	0	0	0	2	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
239863	0	1	0	1	0	3	0	0	0	0	111	0	19	0	0	0	0	0	0	5425	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
994357	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Mogibacterium; s__
OTU849	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	Unclassified
4144206	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
712677	0	0	0	2	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__
527630	0	0	0	0	0	0	0	0	155	57	2	0	0	0	0	0	0	0	0	379	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
235127	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
OTU763	2	0	0	5	0	0	0	0	0	0	1	0	7	0	0	2	1	0	0	1	0	Unclassified
114621	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0	0	0	0	0	33	0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__
341902	0	0	3	2	0	16	0	6	0	1	0	2	0	0	0	3	15	11	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
OTU792	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Unclassified
415427	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	26	3	16	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__
804526	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	68	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
351231	744	12	1	52	457	1200	234	47	6121	739	372	197	424	161	32	1	1	29	32	4681	109	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
342427	32	3	1	189	3	20	4	0	30	0	499	26	1	0	1	0	1	1	11	1752	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar
266210	0	0	0	0	0	0	0	0	0	0	0	0	1872	0	0	0	1	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
553150	3	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
363997	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
366068	29	11	385	7	0	46	3	0	3	0	503	14	75	0	0	1351	15	0	353	392	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
522595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__coprophilus
318131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
324244	0	0	0	16	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1132622	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
OTU635	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	Unclassified
1098434	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__
2704013	25	0	8	0	2	2	0	0	78	3	157	0	1	11	1	0	41	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
1078587	2	20	51	14	137	855	19	12	182	28	820	55	53	53	2	311	474	341	70	411	114	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
353214	0	0	0	2	0	1	0	0	0	0	0	25	0	1	0	0	0	0	8	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
311961	0	0	0	6	0	5	0	1	51	9	5	6	0	0	0	1	17	4	0	0	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__
308957	0	0	1	4	40	0	0	0	0	2	0	3	6	74	0	0	260	0	1	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
368490	0	7	0	0	0	1	0	0	0	0	1227	2	0	0	0	0	0	0	0	8	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__
851715	15	4	1	0	95	0	1	0	3	2	2	0	0	98	0	0	5	1	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum
295296	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	9	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
211191	0	0	0	0	0	14	0	0	0	0	247	33	0	0	0	0	0	0	182	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
305545	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
184905	0	0	0	3	0	2	0	0	0	0	0	3	0	0	0	5	0	0	23	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
137183	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__
OTU754	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unclassified
OTU294	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	Unclassified
351135	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
579851	0	0	2	0	0	8	0	0	32	13	34	5	0	1	0	0	4	3	0	54	1	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum
647919	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
843553	0	0	87	62	0	122	0	0	7	0	448	60	0	0	0	987	0	0	146	23	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
361683	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	13	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
175508	0	0	0	0	0	4	0	0	7	0	12	0	0	0	0	0	5	3	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
355424	0	0	23	6	0	0	0	36	1	0	0	3	451	0	0	12	0	136	23	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
361619	0	0	0	2	0	0	0	0	0	4	11	2	2	0	0	0	0	0	20	5	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
2442706	0	0	0	3	0	0	0	0	9	7	1	8	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
183686	0	0	0	0	1	5	0	0	0	5	45	0	0	5	0	3	6	12	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
367433	2	2	9	3	0	1	0	0	0	0	489	6	1	0	0	18	17	0	54	421	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
330294	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1703	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenibacterium; s__
OTU506	0	0	0	0	0	0	0	0	0	0	6	0	13	2	1	0	1	0	0	0	0	Unclassified
583134	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	13	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
198649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
319097	0	0	0	2	6	0	0	0	0	0	11	10	0	19	0	0	0	0	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
592616	5	7	3	8	0	5	4	0	5	0	563	0	0	0	0	35	62	12	0	60	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
4311620	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__EtOH8; g__; s__
363400	43	6	12	181	0	1033	7	99	0	0	187	160	13	0	1	202	0	1786	36	11	310	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
186851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
4299126	0	413	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__
444857	0	0	0	0	0	6	0	0	3	0	134	0	2	0	0	0	0	0	0	651	0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
215231	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	17	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
819181	0	0	0	679	0	0	0	0	0	0	0	1817	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
716006	0	0	3	1	1	10	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
593043	0	0	0	0	0	0	0	0	352	8	0	0	5	1	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
360890	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
3805726	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
221429	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
893041	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
OTU795	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	Unclassified
358143	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
OTU262	0	0	0	1	0	0	0	0	0	0	0	1	52	0	0	0	8	0	0	0	0	Unclassified
181074	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__cc_115; s__
1050608	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__
362501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus
3973340	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
362342	23	0	0	53	0	0	0	0	45	2	0	94	5	0	0	0	0	20	62	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
551822	37	0	1	16	1	12	4	0	19	0	593	74	3	4	0	0	4	9	15	109	8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
OTU435	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	Unclassified
839964	0	0	0	2	0	0	0	12	0	0	0	4	0	0	0	0	0	26	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
271430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
583398	2	5	0	48	70	694	7	6	60	12	1	25	1	3	0	0	119	30	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques
369486	0	171	0	420	0	0	0	30	0	0	516	156	0	0	7	0	7	78	13	692	143	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
179201	0	1	0	5	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
4466220	0	0	0	0	3	0	0	0	76	0	11	0	0	0	0	0	34	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
346056	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
306315	0	0	0	0	0	33	0	3	0	0	0	0	0	0	0	0	78	11	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
370075	10	0	0	1	0	0	0	0	33	13	0	2	0	0	0	0	0	2	0	0	3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
370046	0	0	0	10	0	0	0	0	0	0	0	15	0	0	0	0	0	0	10	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
589313	1	0	0	0	6	0	0	1	1	0	28	0	0	4	0	17	0	3	0	265	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta
OTU615	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Unclassified
216989	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	33	0	9	0	1	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
215963	0	0	0	0	0	0	0	0	0	89	0	0	1346	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
578016	0	570	170	426	1159	3333	196	0	7	115	0	195	344	314	87	66	682	0	235	0	339	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
988932	0	101	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
136127	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
OTU850	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Unclassified
300855	0	0	0	192	0	0	0	0	0	0	0	88	0	0	0	0	0	0	4	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
357261	0	25	0	401	0	14	5	0	1	0	58	700	0	0	0	0	0	0	0	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
OTU875	6	0	1	1	0	5	1	0	2	0	0	0	12	0	0	5	0	0	0	2	1	Unclassified
211212	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
183104	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
OTU611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	Unclassified
749837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; s__
168289	0	0	0	181	0	0	0	0	0	353	0	93	0	0	0	0	0	0	62	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
