# OTU	G34185	G34220	G34187	G34186	G34181	G34180	G34183	G34182	G34228	G34229	G34189	G34188	G34227	G44044	G44043	G44041	G44040	G34237	G89736	G34221	G34222	G44038	G44039	G28745	G44094	G34196	G44090	G44093	G34217	G34195	G34192	G34193	G34212	G75308	G75309	G75304	G75305	G75306	G75307	G75302	G75303	G44081	G44089	G75316	G44095	G44076	G44074	G75321	G28775	G28774	G75274	G75277	G75270	G75271	G75272	G75273	G75278	G44065	G44066	G44062	G75269	G75268	G34206	G34207	G34204	G34202	G34203	G34200	G34201	G44050	G34208	G34209	G28715	G44100	G28711	G75298	G28712	G75290	G75291	G34215	G34214	G34194	G34216	G34211	G34210	G34190	G34191	G34219	G34218	G34198	G34199	G75353	G75288	G75285	G75287	G75286	G75281	G75280	G75283	taxonomy
359993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1103	2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus
338644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__
592572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
531675	41	0	14	7	74	131	55	17	4	7	8	7	0	881	1428	431	327	23	155	0	20	2576	920	26	656	13	551	228	15	23	5	79	17	23	151	196	83	154	32	65	2	3	1894	0	3	81	608	0	2	268	116	160	0	39	89	443	107	169	568	924	0	137	37	5	0	21	13	32	5	835	7	23	0	751	444	11	0	383	426	21	0	27	8	74	45	8	18	13	0	23	40	14	502	927	628	116	217	1	327	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
3585003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__; s__
187404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	1	0	0	0	0	25	0	0	3	25	0	0	0	0	0	0	0	4	2	0	0	0	253	0	0	0	0	0	0	0	0	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	1	13	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
365891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	13	0	0	0	0	1334	29	941	0	1	0	0	0	0	0	13	0	0	0	0	191	39	0	0	0	19	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	2009	4	0	0	0	0	0	0	0	0	0	1492	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	314	119	3	3	0	0	110	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
1077373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
187894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	5	0	7	3	0	0	0	0	0	1	0	1	0	0	0	0	0	19	6	0	1	0	2	0	0	0	1	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
338992	3	0	0	0	1	0	2	0	0	0	0	0	0	0	6	5	0	3	4	0	0	0	6	0	25	8	0	2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	31	0	0	0	27	0	0	0	0	0	0	0	4	0	0	1	9	1	0	0	0	1	0	0	2	0	10	30	1	0	0	6	0	0	0	0	4	1	3	1	1	1	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
338757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	36	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__mucosae
527630	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	13	0	0	0	0	0	0	19	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	1	1	0	4	0	0	0	0	0	0	18	1	0	2	560	0	0	0	2	0	1	0	0	2	1	0	0	19	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	214	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
172233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	62	2	0	0	0	44	0	0	1	0	0	0	0	2	4	0	0	0	0	0	2	0	0	0	2	4	0	1	1	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	0	0	0	4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
359020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	231	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	10	44	0	0	0	0	56	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__
564704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	8	34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__
556508	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	3	1	0	0	3	0	1	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
205148	82	0	3	3	3	420	43	5	0	0	1	9	0	8	1097	105	26	0	0	0	0	23	372	0	91	0	1209	18	0	0	3	0	0	0	544	40	8	25	3	0	13	55	50	0	65	13	342	3	1	1	5	2	3	3	3	8	2	813	50	23	0	13	0	0	5	3	0	0	2	145	2	3	4	103	2471	0	1	0	3	0	0	0	0	11	2	3	6	0	0	0	1	630	65	4	14	0	9	1	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnobacterium; s__
1918929	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__Zea; s__luxurians
341730	5	0	0	0	1	1	2	1	0	0	0	0	0	1	1	19	0	1	0	0	0	0	0	23	0	4	1	0	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	2	1	0	0	5	5	5	0	0	0	0	0	0	7	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
194372	3	0	4	2	2	1	15	0	0	0	1	0	3	135	134	10	102	1	0	0	0	2	7	1	4	0	110	6	0	0	0	0	1	1	17	0	1	4	0	0	0	0	6	0	0	0	0	2	0	2	0	0	0	0	0	0	1	54	3	1	0	24	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	2	1	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
74480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
535375	146	0	244	175	180	218	173	434	16	291	136	170	127	17368	12646	3122	8209	363	279	0	31	6707	19625	43	1257	159	10729	12067	234	0	279	50	224	1045	786	2673	1800	918	447	2079	0	11	3937	0	12	3432	6050	666	200	188	1894	4945	22	269	1720	1728	6269	3646	15384	18817	0	376	10	170	16	341	240	10	228	4451	188	374	0	6681	2782	0	50	442	1400	125	288	12	134	149	188	150	300	127	0	0	301	1107	1921	1133	1988	94	1792	2020	3648	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
583500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
185914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
309720	2	0	1	2	9	3	10	10	0	0	0	2	0	0	42	49	15	2	4	0	0	2	191	4	24	1	95	43	0	3	11	0	1	4	5	165	34	17	6	0	38	75	14	0	3	8	88	17	6	5	52	105	0	4	16	177	62	18	81	862	0	98	1	0	25	211	55	81	11	35	4	8	75	43	28	97	6	0	2	0	0	1	0	53	4	33	16	0	0	0	42	17	19	41	34	5	25	29	24	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
582497	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	32	14	0	0	0	0	0	30	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	18	0	0	0	0	0	0	23	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
183288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
358639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
212532	2	0	4	0	0	0	2	2	0	0	0	1	0	0	7	7	0	0	0	0	0	0	0	1	1	0	12	0	0	0	2	0	0	0	2	15	20	10	6	0	0	0	25	0	0	21	55	0	0	3	0	0	0	0	1	16	0	4	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	13	9	4	16	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
1139769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
364034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
856920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Gallicola; s__
370287	5	0	5	2	4	3	6	2	0	2	0	0	8	178	162	8	68	2	9	0	5	46	401	7	333	0	146	293	2	0	2	0	2	18	21	0	33	17	29	5	0	0	76	0	0	7	0	36	0	4	0	50	0	0	0	0	24	31	303	9	0	9	0	1	0	0	0	0	0	401	4	0	0	0	24	0	0	7	32	3	7	0	4	0	0	1	1	8	0	0	0	62	151	51	123	13	153	9	15	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
365496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__plebeius
225954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4582	1	0	0	0	0	0	4	0	0	99	1	1	0	41	0	290	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	1897	712	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4079	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__; s__
179601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	147	82	26	38	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
114400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
514996	20	0	18	16	29	13	11	14	0	0	9	24	0	457	792	0	608	33	168	0	14	6	703	0	189	0	664	797	17	0	16	0	12	125	122	2	93	59	33	75	0	14	28	1	1	47	41	0	0	26	2	26	0	4	2	0	51	186	606	390	0	214	0	0	0	1	1	0	1	328	1	7	0	19	92	2	0	0	0	8	4	0	24	10	5	40	13	16	0	0	0	1	271	209	125	27	684	4	43	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
561607	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
259772	0	0	0	0	0	1	0	0	0	1	0	1	0	102	25	6	100	6	0	0	0	0	96	2	0	0	26	27	0	1	1	0	8	2	2	78	0	0	0	10	36	788	0	35	368	1	329	2	6	0	316	3	11	0	27	108	10	10	13	1	0	5	0	0	7	116	74	44	9	1	0	4	838	92	6	519	33	0	0	1	0	0	0	6	3	1	3	0	0	0	115	7	0	0	0	0	0	0	9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
194761	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	6	2	0	2	0	0	4	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
1124877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium; s__
300855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
181466	1	0	3	3	6	3	4	0	0	0	1	5	0	1	108	0	0	0	0	0	3	0	0	2	0	0	52	0	21	0	6	0	0	0	0	0	58	7	0	0	0	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	121	0	179	0	11	4	6	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	8	0	0	3	0	0	15	8	5	0	0	0	5	1	12	0	0	26	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
1105876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
332718	0	577	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	800	0	2	3	4	2	0	1	1	0	42	0	0	0	0	0	6	0	0	0	0	0	0	1	0	2	0	0	5	0	0	0	0	1	0	0	0	0	0	1	1	16438	0	0	0	0	0	0	0	0	0	0	0	0	0	1	58	1	5	0	0	0	0	0	0	0	0	0	0	631	0	0	0	0	0	0	0	18	3	4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
569244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	236	157	21	0	0	0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__
368698	6	0	4	4	12	24	22	3	0	0	5	4	0	386	1000	946	227	10	237	0	18	3	0	0	482	25	432	0	20	0	4	0	10	0	85	0	115	0	34	0	0	1	393	0	2	27	0	0	0	18	0	0	0	223	0	0	0	162	0	22	0	44	0	0	0	0	0	0	0	740	0	0	0	1	148	0	0	13	43	5	5	0	18	0	0	6	5	20	0	0	0	0	2	10	8	1	450	4	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
158183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
549635	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	12	28	1	0	0	0	4	17	3	1	0	0	8	0	8	0	5	1	0	0	0	1	0	0	6	0	0	0	0	0	0	1	76	0	0	0	26	155	0	2	0	19	0	16	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	2	0	0	0	0	0	0	53	0	0	0	0	6	0	55	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
4294457	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	1	0	2	0	1	9	7	10	0	0	5	0	1	0	0	1	0	0	1	0	1	0	0	2	3	7	4	45	0	9	0	0	0	1	0	11	0	0	0	0	0	0	33	28	0	0	0	0	2	0	0	0	22	0	0	0	0	0	2	46	5	4	0	0	2	0	0	0	0	0	0	0	0	1	0	1	3	4	1	0	0	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa
333024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	23	0	0	2	0	36	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	5	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
